510,,,,,,2.5,,,4.0,,,,,,3.5,,,,,,,,,4.0,,3.5,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,3.5,,,,,,4.0,,4.0,,,,4.5,,3.0,,,,,,3.5,,,,,,,,,3.5,,,,,2.5,,,,,,,,,,,,,3.5,,,4.5,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,0.5
511,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,5.0,,,,4.5,,5.0,,,,4.5,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,3.5,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,
512,,,3.0,,,,,,,,,,3.0,,,5.0,,3.0,,5.0,,,,,,,,,3.0,5.0,,2.0,3.0,5.0,,,4.0,3.0,4.0,5.0,,4.0,3.0,5.0,,5.0,,,,,,,,,,,,,,,3.0,4.0,5.0,,4.0,,,,,3.0,5.0,3.0,,3.0,4.0,3.0,3.0,3.0,,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,4.0,5.0,,3.0
513,,,,,,,,,,,,,,,,,5.0,,,4.5,,,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,2.5,,,,,,4.5,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,2.5,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,3.0,,,,,,,,,4.0,,4.5,,,,3.5,
514,,4.0,,,,2.0,,4.0,4.0,,4.5,4.0,,,,,5.0,,,4.0,,,4.0,5.0,5.0,5.0,4.0,,,,,,,4.0,,,4.0,,,,4.0,,,4.0,,,,5.0,,4.0,4.5,4.0,,,4.0,4.0,4.0,5.0,4.0,4.0,,,4.0,,4.5,,,,,,,,,3.5,,4.0,4.0,,2.5,5.0,4.0,2.5,,4.0,4.0,4.0,4.0,3.5,4.0,3.5,4.0,,,,,2.5,,4.0,2.5,4.0,,,4.0,4.0,,,,,,,,,4.0,3.0,,,4.0,,,,,2.0,,4.0,4.0,4.0,,,,,,,4.0,,4.0,,3.0,3.0
515,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,5.0,,5.0,,,5.0,5.0,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,5.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
517,0.5,4.0,3.0,,3.0,,,3.5,,,5.0,,,,,,3.5,,,,2.5,,2.0,,,,1.5,5.0,,4.0,,2.5,2.5,3.5,5.0,0.5,4.5,3.0,3.0,,5.0,,,2.0,1.5,,0.5,,,,,2.0,,,,2.5,,5.0,3.0,,,,2.5,,1.0,,,0.5,0.5,5.0,3.5,3.0,,5.0,4.0,3.0,,,3.0,3.0,4.0,3.0,,2.0,,,,,4.0,,1.0,,3.0,,,,3.5,,,1.5,,2.5,2.5,3.5,,4.0,,4.0,,3.0,,,,,,,4.0,,4.0,4.0,,,2.0,3.0,,3.0,,2.0,4.0,1.0,1.5,,,,,2.5,3.0,
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,
520,,,,,5.0,4.0,,4.0,,,,,,,,4.0,,,,,4.5,4.0,5.0,5.0,5.0,,,,4.0,5.0,3.5,1.0,,3.5,,4.0,,,,3.5,,,,,,,,5.0,,5.0,,,,,4.0,5.0,,5.0,5.0,4.0,,,,,,,1.5,3.5,,,,,5.0,4.0,,,4.5,,,,,,,4.0,,,,4.0,,,,3.5,5.0,,,,,4.0,,4.5,2.0,,,,3.5,,3.0,3.5,4.0,,3.5,,,,,,4.0,,4.0,,,3.5,,,,3.0,,4.0,,,,,,,,,4.0,
400,,,,5.0,,4.0,,,4.5,,,,,,,,5.0,,5.0,5.0,,,,4.5,4.5,5.0,4.5,,,5.0,,,,4.5,,,,,,,,,,5.0,,5.0,,,,,4.5,5.0,,4.5,,5.0,4.5,4.0,,,,,,,,4.0,,,,,,,4.5,,,,,,,5.0,,,,,,5.0,,,,,,,,,,5.0,,,5.0,,5.0,,,,,,,,,,,,,4.5,,,,,,,,,,,5.0,,4.5,,,4.0,,,,,,,4.0,
521,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,3.5,,,,3.0,,,,,,,,,,,,,,,4.0,,4.0,,,,,4.0,,,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,,,,,4.0,3.5,,,,2.0,,,,,,,,,3.5,,,,,,,,,,,,,,,3.5,,,,,3.0,,,,,,3.5,,,,,,,,,3.0,
522,4.5,3.0,,,,3.5,4.5,,4.0,,,4.0,,5.0,,,5.0,,,5.0,,,4.5,3.5,4.5,4.5,4.0,,,5.0,4.5,,,3.5,,4.5,3.0,4.0,,,,,,,4.0,4.5,,4.5,,5.0,3.5,4.0,,4.0,,4.0,,5.0,4.5,4.5,,,,,3.5,5.0,3.0,,,,,,2.5,1.0,,4.0,,,,,,,3.0,,,3.0,,,,,5.0,,4.0,,,4.0,3.5,4.5,4.0,,4.5,5.0,4.5,,4.5,,,,,,,,,5.0,,3.5,,4.5,,3.0,4.0,2.5,,5.0,5.0,,4.0,,,4.0,4.0,,,,,,3.5,
402,,,,,,,,,5.0,,,,,,,,,,3.0,5.0,,,,,,,,,,,3.0,,3.0,,,,4.0,,5.0,,,,5.0,3.0,,,,,,,,,,,,,,,,,5.0,,4.0,,4.0,,,,,5.0,4.0,,,4.0,5.0,4.0,5.0,,,5.0,,4.0,,,,,,,,,,,,,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
523,,,4.5,,5.0,5.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,4.5,,,5.0,4.5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,4.5,5.0,5.0,,,,,,,,,,5.0,,,,,5.0,,,5.0,5.0,,,,,,,5.0,,,,,,,5.0,
403,,,,,,,4.5,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.5,,,,,,4.5,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
524,,4.0,,4.0,,,,,,,2.0,,1.0,,,3.0,5.0,,,,,,5.0,5.0,5.0,5.0,1.0,,3.0,1.0,3.0,3.0,5.0,,,4.0,,5.0,5.0,3.0,,,4.0,5.0,,2.0,,5.0,4.0,3.0,,3.0,,,4.0,,,5.0,,5.0,,3.0,5.0,,4.0,,,,,,,,5.0,3.0,4.0,4.0,5.0,,3.0,4.0,,,,,,,3.0,,,,,,,4.0,3.0,,3.0,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,3.0,5.0,3.0,,3.0
404,,,,,,,,,,,,,4.0,,,,,3.0,,3.0,,,,,,,,,3.0,4.0,,,4.0,4.0,4.0,,3.0,3.0,4.0,,4.0,,3.0,3.0,,,,,,,,,,,,,,,,,3.0,3.0,4.0,,4.0,,,,,4.0,4.0,4.0,,,3.0,4.0,,4.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,3.0,,4.0
525,4.5,4.0,3.5,,4.5,,,3.5,4.5,3.5,,,,3.5,,,4.0,3.5,4.0,,3.5,3.0,4.5,4.0,4.5,4.5,,3.5,,4.5,,,,4.0,,,4.0,3.5,3.5,,3.0,4.5,4.5,3.5,3.5,4.5,3.5,,,,,4.0,3.5,,,4.0,,4.0,4.0,,,,3.5,4.0,4.0,,3.0,4.5,,3.5,4.0,,,3.5,,3.5,,,,3.5,3.5,4.0,,4.0,,4.5,,3.5,4.5,3.0,4.0,4.5,,4.0,,,,4.5,3.5,4.5,,4.5,,,,,,3.5,,,,3.0,4.5,4.0,4.5,4.0,3.5,3.5,,3.5,3.0,,3.5,,4.0,,4.0,3.5,3.0,3.5,,,4.0,,,,,
405,,,,,,,3.5,,,,,4.0,4.0,,,3.5,,,4.0,4.5,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,4.5,,,4.0,4.5,,4.5,,,4.5,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.5,,,3.5,,,,,,,,4.5,,,,,,,3.5,,4.5,,4.0,,,,4.0,4.5,,,,,,
526,,,,,4.5,,,,,,,,,,,,,,,4.0,4.0,,,,,,,3.5,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.5,,4.0,,,4.0,,,,,4.0,,,4.0,,,,,,4.5,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,4.0,,,,,,,5.0,5.0,,,,,,5.0,,,,,,,5.0,,5.0,,,,,4.0,,,,,,4.0,,,,5.0,,,,,,3.0,,,5.0,,5.0,,,,,5.0,4.0,,4.0,,5.0,,,5.0,,,,,,1.0,,,,,5.0,,5.0,,5.0,5.0,,,4.0,,,,,,,,,,5.0,3.0,,4.0,4.0,,,,,,,,4.0,,,,,,,5.0,,,,,,5.0,,,,,,,5.0,,,5.0,,,,,,,,,
407,,,,,,5.0,,,3.0,,,,,,,,4.0,,3.0,,2.5,,,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,,5.0,,,5.0,,,,,,,,5.0,,4.0,,,,,,,,,,,,,5.0,
528,,2.5,,,,,4.5,4.5,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4.0,,4.0,,4.0,5.0,,,,3.5,,,4.0,3.5,,4.5,,,,,,,,,,,4.0,,,4.0,,,,,,,,,2.0,,1.0,,,,,4.0,,,,,,,5.0,,,,,,,5.0,,,,5.0,3.5,,,3.5,3.5,,4.5,,,,,,,3.5,,5.0,5.0,,4.0,,,,,
408,,,,,,5.0,,,4.0,3.5,,,,,,,4.0,,,,,,,5.0,,4.0,,,3.5,4.5,,4.5,,,,4.5,,,,,,,,,,,,,,,,4.0,,,,4.5,,,5.0,5.0,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,,,,,4.5,,,,5.0,,,,5.0,,,5.0,5.0,,,3.5,,,,,4.5,,,,,,3.5,5.0,
529,,3.0,,,,,,,,3.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,5.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
